seller_id,seller_username,seller_feedback_score,seller_positive_feedback_percentage
1757,imbest898,3707,99.4
1758,justacattho,14,92.9
1759,michellikreitze_0,28,0.0
1760,cjrodriguez21,14,100.0
1761,jeffregos_7,22,100.0
1762,alran_62,1,100.0
1763,smallcat404,278,100.0
1764,sayosayo,14,100.0
1765,h-kk5880,2540,98.6
1766,kary2929-7,51,100.0
1767,ele-8623,3,100.0
1768,super*berry,3082,98.2
1769,nathankris,46,100.0
1770,dashamur209,49,0.0
1771,convenient_retail,10,100.0
1772,rephonetechnologies,10,100.0
1773,boroda_orhey,1251,100.0
1774,petuniasells,470,100.0
1775,computer_psycho,16255,100.0
1776,daijijam1,85,100.0
1777,dargue7,308,96.6
1778,batb7351-n2izna7j,256,100.0
1779,counsering0,0,0.0
1780,faziondiva26,256,100.0
1781,sharecom,540,98.0
1782,ruspow_48,187,98.4
1783,k.mocio,1017,96.6
1784,ijusthavetohaveit2,3179,100.0
1785,shimi432,5,100.0
1786,sparepartscentraltx,9342,98.9
1787,madelinehairdesign,57,98.3
1788,twigsntwine,3153,100.0
1789,shop-japan-ayame,145,100.0
1790,sunnyandlovely,0,0.0
1791,leco_9278,0,0.0
1792,deblaug,1699,100.0
1793,2strikesupply,840,0.0
1794,dessis-46,0,0.0
1795,spn8899,580,100.0
1796,michirey123,66,100.0
1797,hnmi4273,61,100.0
1798,all4b-49,309,97.3
1799,various.japan.store,310,99.5
1800,jasonlaner1,606,85.7
1801,bones2211,242,95.8
1802,hapar2176,1,100.0
1803,sakura-japna,963,100.0
1804,asauc_0,296,98.2
1805,dofra5116,0,0.0
1806,ceeces-0,0,0.0
1807,pmac2024,0,0.0
1808,topshop_kc,129,98.2
1809,digi-tech-plus,113,96.0
1810,greenepron,486,99.3
1811,demboy-69,0,0.0
1812,kota.kota,174,97.7
1813,kinukinu_market_japan,13,100.0
1814,paula_bpm,9,0.0
1815,salonrevel,39,100.0
1816,ayush_791,0,0.0
1817,amnsidv,0,0.0
1818,yui_chan_store,1258,99.3
1819,vied.edg.uydu3eqh,104,88.2
1820,dramaticphoto2_9,223,92.3
1821,ja154292,921,99.7
1822,klane0909,8,0.0
1823,bigbossjames44,16,0.0
1824,fuchi-enterprise,750,94.6
1825,shesgonecountry2,1774,100.0
1826,hbear14,5,100.0
1827,mybutterflykisses*boutique,1208,100.0
1828,tersm_5713,314,97.9
1829,juniique,20,100.0
1830,koim45,38,100.0
1831,bradr_4100,0,0.0
1832,getstuff01,1132,100.0
1833,yellowballoon1,984,100.0
1834,metalonious,505,0.0
1835,jd2118,1195,100.0
1836,tanava_42,1,100.0
1837,ama109697,0,0.0
1838,deskirk-0,0,0.0
1839,nicolas3720,0,0.0
1840,salvadosuarezbojorque-0,9,0.0
1841,sashdesigns-consigns,3247,98.9
1842,brbas2661,1,100.0
1843,yw-243,1,0.0
1844,mac0414,20,100.0
1845,stelladimaretrading,433,99.5
1846,masakob0,1459,96.4
1847,miguel.cedeno,155,100.0
1848,yurgros-2,0,0.0
1849,chelssgotthiss,52,100.0
1850,shohei201,295,100.0
1851,rxc_55,1,0.0
1852,blacktie818,3462,98.9
1853,philocsi-0,6,100.0
1854,deemster65,1347,100.0
1855,emmarose16,53,80.0
1856,beforward_2024,34,100.0
1857,whorge,1,100.0
1858,goodiesales_7,5253,99.5
1859,big-discount-deals,4078,98.1
1860,themillers24,0,0.0
1861,japan_japan_japan,95,100.0
1862,tiir_1558,0,0.0
1863,ptc2441,281,99.6
1864,valesh25,4,0.0
1865,japan_inari,1294,97.6
1866,baco_5677,56,100.0
1867,fa-29877,21,100.0
1868,business_man_leon,465,96.3
1869,sherrycane,2242,100.0
1870,thingsforyourneeds_llc,307,94.0
1871,garfie-46,26,100.0
1872,kyama.1_25,100,99.0
1873,uluv2shop_store,1964,98.5
1874,fcnebusoku7,540,99.1
1875,sponable,144,100.0
1876,solie_60,818,97.0
1877,aperlin68,263,95.8
1878,aengal,27,100.0
1879,electo,306,95.5
1880,bncab_47,1,100.0
1881,danied0203,199,100.0
1882,office_no.8,100,94.3
1883,lovevan-0,6,100.0
1884,samurai-123,229,94.1
1885,hyperlinks,4,0.0
1886,captaintsubasajapan,58,100.0
1887,koinaka_88,296,99.4
1888,andfe_54,13,100.0
1889,dooroomitrade,932,91.9
1890,lowri-1421,0,0.0
1891,moosh_83,2,100.0
1892,606flips,329,100.0
1893,ayindeb45,0,0.0
1894,wdodds9013,0,0.0
1895,sunnyy-4,4,100.0
1896,kuraworks,34,100.0
1897,cdcgvs,79,100.0
1898,pathwaymarketkeego,29,100.0
1899,bcool411,85,100.0
1900,garage-kamakura,497,96.8
1901,andretti5dollar,67,100.0
1902,julianabumble8,17,100.0
1903,nurse_nancy_2011,10,100.0
1904,myshoppingtree,53504,99.6
1905,jasminmeji67,17,100.0
1906,myron_japan,101,100.0
1907,1962humingbrdluvr,3342,100.0
1908,yeyejorgejorge,57,100.0
1909,hillfields_international_jpn,64,100.0
1910,tricky997,595,99.4
1911,firstclassflips,603,98.8
1912,helinochka,554,100.0
1913,ke-603864,6,0.0
1914,takawata-4,40,100.0
1915,fromsakai,30,100.0
1916,lalalaa13,2749,96.8
1917,enci-marl,1,0.0
1918,hairbeautystore,11,100.0
1919,youwant-it-i-sellit,392,98.0
1920,jenizh-0,33,100.0
1921,smartt-59,1,100.0
1922,alinjp,26,100.0
1923,dyom_6447,0,0.0
1924,mikwhit-3307,0,0.0
1925,frwt8323,102,95.5
1926,queenie571-3,8,100.0
1927,nga_gna_fmzfhvor,8,0.0
1928,bear-mie,429,96.2
1929,southeastjay,621,100.0
1930,simplicitygirl,15,0.0
1931,shamclau-934,0,0.0
1932,loothive,476979,99.3
1933,tayjo_520,0,0.0
1934,md-store-japan,56,95.2
1935,madhe_70,0,0.0
1936,leamacintyr_0,9,100.0
1937,brtur1027,0,0.0
1938,home_products_1,6,100.0
1939,gapul8,11,0.0
1940,mi_356416,0,0.0
1941,yykoikoi,107,93.2
1942,nilghane,0,0.0
1943,next_u46,569,99.5
1944,koko-japan81,8,100.0
1945,abighof-0,0,0.0
1946,elery-9851,0,0.0
1947,barre2510,24,96.2
1948,retro_techjp,1257,99.7
1949,roxinutza18-us,78,0.0
1950,marma_k_xmdgkcg6,5,0.0
1951,nat-58514,0,0.0
1952,jckcommerce,3,100.0
1953,sacsin_57,0,0.0
1954,marissandave08,120,0.0
1955,h.s.works2525,63,100.0
1956,laeic-67,4,0.0
1957,be_5006,255,98.5
1958,amnahme_7,5,100.0
1959,reese.sales,1444,99.1
1960,snake358,197,98.4
1961,estsifu_75,0,0.0
1962,didid9171,0,0.0
1963,kinopi-33,57,98.3
1964,scorpina83,5,0.0
1965,gkbrown0530,60,100.0
1966,thelwtaswa-0iveki7zh,31,100.0
1967,omotenasi-happy,726,99.7
1968,oleshur0,0,0.0
1969,studio9atelier,7,0.0
1970,happiness*japan-shop,600,98.5
1971,bargain.store,15294,99.4
1972,eiichih_0,17,100.0
1973,fromerika,5,0.0
1974,zofelf0,0,0.0
1975,baquilina,1514,100.0
1976,lollipop-deals,438,100.0
1977,record_-95,1,100.0
1978,oideyau,42,92.0
1979,hildad_90,107,97.7
1980,iampbaba_0,0,0.0
1981,sohailm251,5,100.0
1982,airpodseller101,0,0.0
1983,mavercik89,151,100.0
1984,gabbyf6730,5,100.0
1985,fm.resales,-1,0.0
1986,ashdevi-0,0,0.0
1987,rkbaby_japan,53,94.4
1988,japan-treasure-trove,24,100.0
1989,ikfuji,10,100.0
1990,brolamo_16,76,91.7
1991,bonsai-inc,162,98.7
1992,ni-4906,3,0.0
1993,jodellnaido_0,20,100.0
1994,marherri-98,0,0.0
1995,yoimono.japan,280,96.6
1996,juflo-561,5,100.0
1997,kle96-0,0,0.0
1998,m0e_92,71,100.0
1999,lisakit2008,49,0.0
2000,ap.deals,15,90.0
2001,fichr87,0,0.0
2002,sijan_36,0,0.0
2003,premium-japan,8165,99.4
2004,carfo2713,0,0.0
2005,emyg-28,0,0.0
2006,abagdasarian22,0,0.0
2007,lauren.lan,3,100.0
2008,funastore-japan,29,100.0
2009,patjua-76,1,0.0
2010,takuy-96,11,100.0
2011,emjofigure_jpn,68,98.6
2012,mysarbe0,0,0.0
2013,buddyt60,0,0.0
2014,guccigirl1016,1561,97.1
2015,pati5053,0,0.0
2016,zhualib-0,1,100.0
2017,bagal-89,0,0.0
2018,crisnor51,22,100.0
2019,kayesq,182,100.0
2020,ksesalamone_0,0,0.0
2021,quangchauemily2074,122,85.7
2022,mc-class,447,100.0
2023,mrala-0,1,0.0
2024,giamo-2576,0,0.0
2025,zaibakventures1,436,96.5
2026,prettievintage,1049,99.6
2027,wisebuysfromtwoguys,357,96.5
2028,grbfraile31,56,94.6
2029,martinsliquidationsales,1885,98.5
2030,andlo-6994,296,93.3
2031,e-shopdirects,6105,96.4
2032,realthingsbeingsold,650,100.0
2033,japanese-shop-k2,60,95.5
2034,mitamajp,589,97.0
2035,dannysbuyback,8,90.0
2036,valkprince,170,93.8
2037,japanstuf_online,153,92.9
2038,japanesetreasurebox,37,97.4
2039,dacarv1245,0,0.0
2040,suco-59,0,0.0
2041,sudonn1914,0,0.0
2042,mayda6910,1,0.0
2043,oqu699,0,0.0
2044,a3h-aaa,12,87.5
2045,jellypop_japan,53,100.0
2046,all4saleusa,25177,98.3
2047,luzkamia1,1351,100.0
2048,dori_3922,0,0.0
2049,ready2call,58911,99.2
2050,swingcomputers,32487,97.1
2051,mariort-7443,356,98.6
2052,yash.m2,0,0.0
2053,vintage_vinyl_head,350,100.0
2054,ld688,111,100.0
2055,g.g1127,308,100.0
2056,savaydeals,1806,99.7
2057,mercver-0,17,100.0
2058,mmmowholesale,14,100.0
2059,bluebullskydog,36,100.0
2060,glam2211,78,0.0
2061,jovha26_0,3,100.0
2062,arkstyle52,0,0.0
2063,kmaris_99,1,100.0
2064,electronics-refurbished,9,90.0
2065,krde77,14,93.8
2066,one_more_bid,185,100.0
2067,golddeals23,134,97.6
2068,reverty_tokyo,152,98.7
2069,thegreatdealz16,39096,96.9
2070,chrisbris15,8486,98.3
2071,denisemfarris2011,1792,100.0
2072,willhadiaco,4,0.0
2073,pioneerdeals1,18,100.0
2074,edwindazo-0,9,100.0
2075,wheelnerd,29,100.0
2076,michea_8252,2,100.0
2077,jh_bos34,130,100.0
2078,desertsellers,2169,98.6
2079,missrose888,657,100.0
2080,katyms41682,8895,98.0
2081,cfdsolu34,33,100.0
2082,mich5186-soz7m,28,100.0
2083,kenjiproject,41,100.0
2084,orsted_japan,58,100.0
2085,pdx.outlet,1381,99.5
2086,harleyroadking2000,201,100.0
2087,arksellerguy,1243,99.9
2088,centralohio1,32586,98.7
2089,estsio_79,0,0.0
2090,ysmael08,68,100.0
2091,amazinchoice,1218,97.2
2092,soll-4073,110,100.0
2093,jsnacks2,0,0.0
2094,third_coast_flips,363,99.5
2095,don-miami,20,94.1
2096,lovely_orchids,356,100.0
2097,danflo-2282,4,100.0
2098,tech_pointusa,7986,99.6
2099,mikhail626,112,97.6
2100,chouchou-de-japan,83,100.0
2101,niko22_japan,134,100.0
2102,marivision,1980,100.0
2103,rycamp-36,1326,98.0
2104,clearady,191,100.0
2105,thiser26,62,0.0
2106,glitterbank,1253,100.0
2107,prettypfashions,316,100.0
2108,medina_luxurystore,4,100.0
2109,ace00734,174,100.0
2110,nicpol_7659,0,0.0
2111,bestdeals4you74,388,100.0
2112,dharma10003,153,100.0
2113,wkdx24,2,100.0
2114,japan-kawaii-market,9,100.0
2115,konstanta13,5,100.0
2116,prizedcollectibles,1469,100.0
2117,mga626,10,100.0
2118,awad.98,30,100.0
2119,amandaouye,0,0.0
2120,ry_15560092,0,0.0
2121,rosiahc,1,100.0
2122,2011blueice,1023,98.4
2123,thesunandthemoon692012,17,100.0
2124,nextbidmarket,37,100.0
2125,youesandyouresllc,21,100.0
2126,funcollejapan,41,100.0
2127,loaded_basement,1572,99.6
2128,whiha21,0,0.0
2129,rmar4428,56,100.0
2130,*tinasshop*,18,0.0
2131,tho_60235,5,100.0
2132,from_japanselect_shop,57,100.0
2133,blankminidisc,193,97.3
2134,michaelv8,229,100.0
2135,xmrmarekx,63,100.0
2136,2014_meswa,17,0.0
2137,ahouseholdaffair,57,100.0
2138,zinth-94,0,0.0
2139,guccigrl00,1394,100.0
2140,inuyasha_11,408,100.0
2141,sagr7552,2,100.0
2142,iroha-jpn,221,100.0
2143,antoneabaezshop,3,100.0
2144,essentialsfashionfinds,292,92.9
2145,vitcom2015,49570,99.5
2146,sinz81,17,100.0
2147,foothi70,82,100.0
2148,roanokecc,18155,98.8
2149,marshallswayvariety,1506,99.5
2150,alletatjapan,3621,99.2
2151,bargainbasment,176,99.0
2152,riderdancerrunner,63,100.0
2153,belledejour1026,579,100.0
2154,greatdealsa2c,4952,98.6
2155,atcaci,915,98.9
2156,olvida,87,100.0
2157,aztecan4ever,1494,98.5
2158,dmerchchain1,266,100.0
2159,bohcheh0,113,97.5
2160,the_bearded_finds,950,99.6
2161,par504353,27,100.0
2162,lfltay2015,2243,97.2
2163,cai9765,48,92.3
2164,manyos_78,550,98.6
2165,melbre94,15,100.0
2166,hollmckeow0,15,100.0
2167,ktr-33,26,90.6
2168,stockpilelallc,579,98.8
2169,celinaconnoisseurs,86,97.8
2170,gmaxwell1815,1031,100.0
2171,three-way_good,288,100.0
2172,kbernal58,29,0.0
2173,cosmeticbrands,5265,94.4
2174,brbow_61,0,0.0
2175,ryaevere,13,100.0
2176,ronwill_894,61,100.0
2177,elewob_0,0,0.0
2178,tahasterling,16,100.0
2179,usvane_748lsznhe,45,100.0
2180,740_capps,3105,97.7
2181,tam_tmo_8wvrpwl,237,0.0
2182,martius-tgag5qq,1213,97.7
2183,darthbl,1531,100.0
2184,dirpoland21,250,100.0
2185,teeohemm22,632,98.5
2186,thedigitalguy,51356,99.7
2187,mattrussell_japan,132,100.0
2188,amichael17,967,100.0
2189,britgood,1058,99.0
2190,bstarr119,381,96.3
2191,nuodoo,60,100.0
2192,sushi-bomber,2116,99.7
2193,glen.tech,4210,99.5
2194,rega_633,517,99.6
2195,dextrus,848,100.0
2196,lcvit-13,0,0.0
2197,cathysclosetnthings,386,100.0
2198,happyjamjam,1294,100.0
2199,nmm89,45,100.0
2200,sscare,958,100.0
2201,bbliquidations21,151,99.3
2202,japan_tastybow,4760,100.0
2203,chaho_7368,1417,98.5
2204,array3020_7,2962,99.6
2205,wnydiscountstore,1687,99.6
2206,onestopshop250,735,99.1
2207,mak-4061,199,97.0
2208,thealphabros2,2130,99.3
2209,wisj_71,3,100.0
2210,shopsmartproducts,51,100.0
2211,beautyproducts4muchless,2531,99.8
2212,lmsugarb,509,100.0
2213,eco-fashionista,4222,100.0
2214,12flygirl,235,100.0
2215,jaime_6798,678,100.0
2216,jaguti8701,683,98.3
2217,tewads44,0,0.0
2218,lilbrun-63,2,100.0
2219,cimart17,88,100.0
2220,next2pro,1333,99.5
2221,profystore,46904,98.6
2222,amepat_7718,5,100.0
2223,thetresureofzipangu,21,100.0
2224,ayse_-34,3,0.0
2225,tinkerbe-5149,278,98.7
2226,beautifulnyc20,142,98.1
2227,jaleyrichelle,4,100.0
2228,tofrom-trading,14,100.0
2229,electronicsone,17249,98.9
2230,silve_enhance,81,100.0
2231,c.cummings151,36,100.0
2232,praedo,747,100.0
2233,onelovecollectives,45,100.0
2234,stjo_1252,5,100.0
2235,cgelectronics16,5835,99.7
2236,mcbas20,0,0.0
2237,tomo12_japan,75,100.0
2238,jaredto_92,15,100.0
2239,jpedraza86,198,100.0
2240,happy-finds613,295,98.6
2241,refreshing_page,175,100.0
2242,annpuricell0,6,0.0
2243,hillaryhills1960,63,100.0
2244,tristartreasures,8191,99.5
2245,rie_1130,547,98.3
2246,a2ron07,100,100.0
2247,muimui619,1026,100.0
2248,zhiincheon0,11,0.0
2249,sopbr532,7,100.0
2250,promotional_video_ws,346,98.3
2251,nisi-10,0,0.0
2252,cekrys,89,0.0
2253,outdoor_peak,2406,99.5
2254,djw3887,3158,100.0
2255,fashionqueenbee,854,100.0
2256,kickzr4kidz,147,100.0
2257,jamja_2710,0,0.0
2258,sftigerlilly2,57,0.0
2259,blackfridaybins,94,98.8
2260,8am,52,100.0
2261,suzyq6789,2881,99.7
2262,shop-ur-taste11,18,100.0
2263,twgretail,138,100.0
2264,apexstore.nc,749,100.0
2265,yabr_5453,0,0.0
2266,mickiepeek509,32,100.0
2267,catskitty_katie,122,100.0
2268,so-losierra03,121,100.0
2269,ismkath_0,0,0.0
2270,dayant62,38,100.0
2271,buchanand52,488,100.0
2272,silvaproducts1,1,100.0
2273,cheap_stylus,20919,98.9
2274,pol7736,2039,100.0
2275,801bemo,1291,100.0
2276,valdel9366,17,100.0
2277,lmc9070,86,100.0
2278,racgr-6147,0,0.0
2279,allo-212,584,100.0
2280,marlez_42,0,0.0
2281,lookit18,13096,97.8
2282,ride_lightning_japan,102,100.0
2283,anbiol_28,0,0.0
2284,clakee_84,0,0.0
2285,bestdeals-1111,3328,100.0
2286,taoliv-31,1,100.0
2287,mwojno9386,1428,99.2
2288,lucarr-4798,0,0.0
2289,linha-90,9788,99.3
2290,gr_liquidators,27161,97.9
2291,ansh6591,0,0.0
2292,liquidationkings,936,98.1
2293,glandy-japan,68,100.0
2294,freelollipop_business_supply,18271,99.0
2295,krpa_5419,8,100.0
2296,yolanda112975,170,0.0
2297,heagut59,5,100.0
2298,rikara_14,0,0.0
2299,rachel.cullen6,14,100.0
2300,dm8pz-68,14,100.0
2301,jtt8h_10,1,0.0
2302,dr.liquidator,1154,95.3
2303,munkvl0,0,0.0
2304,divinemelody912,191,100.0
2305,giovanaschefer,31,0.0
2306,abmdistribution,13812,98.9
2307,sarawitwit,41,93.5
2308,cssmmorin,219,100.0
2309,ol6342,21,100.0
2310,randswholesale,910,98.9
2311,iluv2bfit0i4t,2509,100.0
2312,cassmon-90,0,0.0
2313,xmiasarax,7,100.0
2314,bboutique5477,38,96.9
2315,2peasonearth,30617,99.8
2316,ajpsmom1,379,100.0
2317,shabelf-28,0,0.0
2318,poppyirisboutique,176,100.0
2319,synth875,230,100.0
2320,betterdeals11,16927,99.4
2321,qvq8w_71,0,0.0
2322,chsaf63,65,100.0
2323,forever_wild_soul,57,100.0
2324,trade_nation,6942,98.1
2325,mykids-2408,0,0.0
2326,razza_amin,64,100.0
2327,angfrod-22,12,100.0
2328,melger-35,0,0.0
2329,shamrock1726,93,100.0
2330,queenjbdeals,115,97.5
2331,alexfuent-4,6,75.0
2332,krukovskyi,411,100.0
2333,offsh_47,8,83.3
2334,irynlemishk_0,162,100.0
2335,dezysgreatfinds,746,100.0
2336,rizz-eri,28,100.0
2337,texastreasurechest,1188,98.3
2338,mera-dealz,1225,99.8
2339,joyciesattic,2450,100.0
2340,silisthomegoods,22,100.0
2341,ken333ta,13,93.3
2342,nnav9314,40,100.0
2343,lexiluvsyo-7,44,100.0
2344,mercamera,73,100.0
2345,hgbfilms,27,100.0
2346,kymo_2939,0,0.0
2347,o.c.s.japan,64,100.0
2348,mmiale05,129,0.0
2349,embiaty18268,116,100.0
2350,zen_hobby_market,127,98.4
2351,hagi-japan,15,100.0
2352,outletbychloe,1,0.0
2353,sapph_3599,4,100.0
2354,1flflyer,213,100.0
2355,fl0resresales,3383,96.8
2356,atam_343,0,0.0
2357,taya-store,767,100.0
2358,starthriftllc850,10162,99.7
2359,bamboojapan,40,100.0
2360,poshhomes,66,90.0
2361,krisamba-89,0,0.0
2362,sguyette70,191,0.0
2363,bestitemsonly,2204,100.0
2364,biaghis0,0,0.0
2365,patrqu17,384,100.0
2366,aigae30,299,0.0
2367,plastycorp2013,653,85.7
2368,flor_qvy1t,10,0.0
2369,lisalovesclothes.sd,269,99.3
2370,andrelas-4,4,100.0
2371,williamg3255,217,100.0
2372,kps2020,24,0.0
2373,mydeals7879,2490,99.4
2374,cam_6817,3,100.0
2375,priysha-30,14,100.0
2376,alwri-80,46,96.4
2377,jadesign1331,18,100.0
2378,dodjr1102_hwsjhf,45,100.0
2379,fillyourmindbooks,2030,100.0
2380,christinkon-0,45,100.0
2381,deltat353,1,0.0
2382,will32244,3211,99.1
2383,wildcatresale,247,80.0
2384,rarebirkin,1,0.0
2385,crislag-74,6,100.0
2386,keg5747,59,100.0
2387,roselia0867,344,100.0
2388,ggz2x81,0,0.0
2389,open-7956,6,0.0
2390,johhil-9826,87,98.8
2391,eunacho1026,15,0.0
2392,nr.kim90-9,9,0.0
2393,t.hiroki,83,98.8
2394,ciaraluna03,194,100.0
2395,jeanx0,143,100.0
2396,moe.ad.j-7,37,100.0
2397,models-preowned,478,100.0
2398,whimcc97,1,100.0
2399,fionabudhu2012,3,0.0
2400,ek-chi,2,100.0
2401,windycityluxury67,40,100.0
2402,quinnmckay09,133,100.0
2403,colbrown3,57,100.0
2404,merand-88,0,0.0
2405,megyoung17,5,100.0
2406,melissaandfashion,172,100.0
2407,katbrown85,15,100.0
2408,chocoandcardio,74,0.0
2409,sepa_2449,13,100.0
2410,blackforest52,8,0.0
2411,aceskinxpert,1162,100.0
2412,charmed_treasures,96,100.0
2413,vo0o0iill,5106,98.7
2414,genevieve_may,655,100.0
2415,jeslynn0313,133,100.0
2416,tuitionismymission,370,99.1
2417,stephymateo,13,100.0
2418,sbryanmx,7,100.0
2419,jameloliv-0,0,0.0
2420,oaksushi,794,93.3
2421,gramia2012,111,100.0
2422,cvaage77,4,0.0
2423,jilstra,12,100.0
2424,jorke-60,0,0.0
2425,sfvgirl19,389,100.0
2426,victorialim,134,92.9
2427,dasa-492872,1,0.0
2428,brogr_1514,3,100.0
2429,b-r-e-t-t,3747,93.8
2430,darl-shop,1436,99.9
2431,javaz2797,7,88.9
2432,spooayya_0,0,0.0
2433,cosborn77,80,0.0
2434,jumama-0,0,0.0
2435,saintjude7777,1858,100.0
2436,ekinneen73us,59,0.0
2437,cmpink,4,100.0
2438,melmel24,24,100.0
2439,jaymilkyway,915,98.4
2440,shiplinux,72,100.0
2441,zohhasa0,0,0.0
2442,jpn.store,22,100.0
2443,ramsesv1960,1010,100.0
2444,authentic27,61,100.0
2445,zipirzuhtu,251,100.0
2446,u2rager88,42,100.0
2447,natavoro-1,10,100.0
2448,jobon_9104,12,100.0
2449,chet_494731,26,100.0
2450,victlip81,0,0.0
2451,sakura2323,440,99.3
2452,gearpharm.inc,23,84.6
2453,gaya6131,0,0.0
2454,xtineejellybean18,191,100.0
2455,raijapan,2120,99.2
2456,hiryuryu1205,873,99.4
2457,infinity_trading_jp,18,100.0
2458,qwarrity,983,100.0
2459,morgund47,0,0.0
2460,lekneub_67,19,100.0
2461,lissygirl291,33,100.0
2462,carval_2179,436,98.8
2463,jesskleinma-0,3,0.0
2464,sophifinne-0,3,100.0
2465,as.nu_15,0,0.0
2466,jeneu-6850,0,0.0
2467,ruskispartan13,18,0.0
2468,lilaredler,0,0.0
2469,8hfg4-90,35,0.0
2470,meg_new,73,0.0
2471,k_sound_lab,267,100.0
2472,ha4037,2,100.0
2473,laucald-4,5,0.0
2474,g7mdw_40,0,0.0
2475,zen_engine0826,90,94.3
2476,abelc_41,3,0.0
2477,livexla_54,0,0.0
2478,deballd-0,25,100.0
2479,waterfall2012-77,2455,100.0
2480,cloudworksnyc,78,100.0
2481,xmariamx,0,0.0
2482,mckenny2016,86,100.0
2483,aubreyjenna,15,100.0
2484,novarise,36,81.8
2485,mackgri68,0,0.0
2486,best-exchange,316,99.6
2487,kipiani.m,4,100.0
2488,tomok_57,19,100.0
2489,blacctronicatech,24,80.0
2490,diez_tokyo_marketplace,306,93.2
2491,zmoney000,40,100.0
2492,visualgal,247,100.0
2493,jnb_7115,1,100.0
2494,alkret2804,0,0.0
2495,jukaf_89,0,0.0
2496,alkarp1821,9,100.0
2497,wholesale_connection,135157,99.0
2498,2boysmom07,825,100.0
2499,vintagevillians,528,100.0
2500,joguti7490,0,0.0
2501,vo-drvod-souqtkt,25,100.0
2502,lookasquishy,1018,100.0
2503,sunshine-tokyo,10563,98.2
2504,vint7,450,100.0
2505,rai4351,1,0.0
2506,seeknfindshoppe,215,100.0
2507,hsxr2397,0,0.0
2508,yuban2011,925,100.0
2509,bailemoo-0,0,0.0
2510,jacra-3292,4,100.0
2511,becciwho,40,0.0
2512,kicas9,55,100.0
2513,afzal17,229,96.7
2514,nistur_25,557,99.5
2515,lilre_90,0,0.0
2516,randomseller7-0,8,90.0
2517,mirai_japan,239,100.0
2518,anthech-0,3,100.0
2519,kentay1992,53,100.0
2520,marcidarling5,141,0.0
2521,hapic_1678,0,0.0
2522,rose-window,2926,100.0
2523,tgr837,417,100.0
2524,gamcco7433,4,100.0
2525,dakooze-0,14,100.0
2526,patt5189,0,0.0
2527,michwo924400,0,0.0
2528,arsha-23,8,100.0
2529,skyledanie0,2,0.0
2530,kiibitjapan,1793,100.0
2531,ivylabco1,61,100.0
2532,dealsmaid9510,5447,98.8
2533,maxxigoods,19,100.0
2534,kenco30,0,0.0
2535,mgkga_88,87,94.5
2536,savijs319,4,100.0
2537,renxav_2,6,0.0
2538,jeanellewu,2,100.0
2539,autumu-wind,678,97.1
2540,lootlodge,131668,99.5
2541,danigonz2,0,0.0
2542,eleni503,3,0.0
2543,randomfinds13,437,100.0
2544,yfyvm-95,3,100.0
2545,fashionbeautybling,52,100.0
2546,isab-borh,30,100.0
2547,luna.guz93,21,100.0
2548,smi.lydi,32,100.0
2549,unben-50,387,100.0
2550,steelbooks1,3117,99.6
2551,5hdjf37,0,0.0
2552,will2shop,341,100.0
2553,mangaba71,59,0.0
2554,mlulu85,73,100.0
2555,alisepu-65,0,0.0
2556,yasuo-japan,107,89.8
2557,rachelf3001,70,100.0
2558,thindman,313,0.0
2559,mn.moore,344,100.0
2560,carwa361233,0,0.0
2561,nando01,596,100.0
2562,artifact_anthology,56,100.0
2563,eleganceparkavenue,89,100.0
2564,sa708848,1,100.0
2565,kaheing0,2,0.0
2566,denhora_56,4,50.0
2567,thanandnowcollections63,9,100.0
2568,soccer-1611,710,93.2
2569,sasta-7306,89,100.0
2570,adcarolina,3,0.0
2571,wishupo_87,10,100.0
2572,aa1991aa,1107,98.7
2573,ruab_5297,0,0.0
2574,andieseeley,17,100.0
2575,knt233,82,0.0
2576,jpline2127,147,100.0
2577,ms_lissa,137,0.0
2578,keta_mina,22,100.0
2579,yvainc,768,100.0
2580,zhuz2046,0,0.0
2581,rope208,3,100.0
2582,ilaydabayir,13,100.0
2583,ouchi_tokyo_japan,48,100.0
2584,emanuelalexandr-0,6,0.0
2585,jaymurdem,612,100.0
2586,mins9734,0,0.0
2587,jyoreddyv-0,1,0.0
2588,furukara_japan,1075,98.0
2589,prncssred1,72,100.0
2590,crishur_96,-1,0.0
2591,patzhu_0,1564,99.3
2592,sid-a-holic,9,75.0
2593,mitchzuri_8,2282,100.0
2594,swiftprompt,389,100.0
2595,spmcg-96,0,0.0
2596,jeep1524,10,0.0
2597,cargodesigns,4,100.0
2598,anko55.4,26,100.0
2599,langib37,0,0.0
2600,myspace_777,215,98.9
2601,ya_571887,1,0.0
2602,briholle-66,0,0.0
2603,laea8940,1,100.0
2604,s4f_jp,30,100.0
2605,eveoff-0,0,0.0
2606,alejandracg,1,0.0
2607,re-2506,10,100.0
2608,momluvzhertwogirlz,189,100.0
2609,a1yga53,29,100.0
2610,embosk0,10,100.0
2611,an_740646,0,0.0
2612,costarica7777,0,0.0
2613,nana_7138,26,100.0
2614,mirasfinds,625,100.0
2615,ajac_184,0,0.0
2616,samapea69,0,0.0
2617,alexmer813,0,0.0
2618,thudman,1032,100.0
2619,disneymomma07,16,100.0
2620,plush-japan-collection,783,94.0
2621,arimil-6362,0,0.0
2622,topshelf656,3,100.0
